Log_Date,From,To,Sales
1397/08/17,49,22,3
1397/08/17,49,24,3
1397/08/17,49,30,10
1397/08/17,49,37,7
1397/08/17,49,42,5
1397/08/17,49,45,7
1397/08/17,49,56,0
1397/08/17,49,58,7
1397/08/17,49,63,14
1397/08/17,49,66,30
1397/08/17,49,67,16
1397/08/17,49,70,384
1397/08/17,49,75,33
1397/08/17,51,70,2
1397/08/17,53,49,1
1397/08/17,53,70,94
1397/08/17,56,1,1
1397/08/17,56,30,1
1397/08/17,56,70,26
1397/08/17,58,10,3
1397/08/17,58,15,5
1397/08/17,58,30,0
1397/08/17,58,49,5
1397/08/17,58,66,7
1397/08/17,58,70,20
1397/08/17,60,70,1
1397/08/17,61,70,19
1397/08/17,62,70,17
1397/08/17,63,42,2
1397/08/17,63,49,7
1397/08/17,63,66,5
1397/08/17,63,70,3
1397/08/17,65,70,6
1397/08/17,66,3,10
1397/08/17,66,10,20
1397/08/17,66,15,33
1397/08/17,66,24,3
1397/08/17,66,37,3
1397/08/17,66,42,13
1397/08/17,66,49,39
1397/08/17,66,58,3
1397/08/17,66,63,6
1397/08/17,66,67,2
1397/08/17,66,70,286
1397/08/17,67,15,3
1397/08/17,67,37,1
1397/08/17,67,42,2
1397/08/17,67,49,23
1397/08/17,67,58,1
1397/08/17,67,66,7
1397/08/17,67,70,235
1397/08/17,70,3,67
1397/08/17,70,5,7
1397/08/17,70,6,30
1397/08/17,70,8,5
1397/08/17,70,10,362
1397/08/17,70,11,96
1397/08/17,70,14,10
1397/08/17,70,15,190
1397/08/17,70,16,62
1397/08/17,70,19,4
1397/08/17,70,20,62
1397/08/17,70,22,49
1397/08/17,70,24,45
1397/08/17,70,26,0
1397/08/17,70,30,108
1397/08/17,70,32,22
1397/08/17,70,37,38
1397/08/17,70,39,8
1397/08/17,70,42,87
1397/08/17,70,45,86
1397/08/17,70,47,4
1397/08/17,70,49,413
1397/08/17,70,51,2
1397/08/17,70,53,104
1397/08/17,70,55,0
1397/08/17,70,56,45
1397/08/17,70,58,17
1397/08/17,70,59,3
1397/08/17,70,60,1
1397/08/17,70,61,19
1397/08/17,70,62,21
1397/08/17,70,63,2
1397/08/17,70,65,4
1397/08/17,70,66,326
1397/08/17,70,67,241
1397/08/17,70,72,25
1397/08/17,70,75,81
1397/08/17,70,76,31
1397/08/17,72,70,16
1397/08/17,75,22,3
1397/08/17,75,49,24
1397/08/17,75,70,66
1397/08/17,75,76,6
1397/08/17,76,70,30
1397/08/17,76,75,5
1397/08/18,1,56,2
1397/08/18,3,30,12
1397/08/18,3,49,8
1397/08/18,3,66,7
1397/08/18,3,70,34
1397/08/18,5,49,1
1397/08/18,5,70,4
1397/08/18,6,70,28
1397/08/18,10,11,3
1397/08/18,10,30,28
1397/08/18,10,42,6
1397/08/18,10,49,19
1397/08/18,10,66,9
1397/08/18,10,70,290
1397/08/18,11,15,3
1397/08/18,11,49,11
1397/08/18,11,70,67
1397/08/18,15,3,1
1397/08/18,15,11,2
1397/08/18,15,30,9
1397/08/18,15,42,2
1397/08/18,15,45,2
1397/08/18,15,49,7
1397/08/18,15,58,6
1397/08/18,15,63,6
1397/08/18,15,66,22
1397/08/18,15,67,2
1397/08/18,15,70,112
1397/08/18,16,30,3
1397/08/18,16,49,4
1397/08/18,16,70,42
1397/08/18,19,70,1
1397/08/18,20,70,40
1397/08/18,22,49,5
1397/08/18,22,70,44
1397/08/18,23,70,2
1397/08/18,24,30,3
1397/08/18,24,66,3
1397/08/18,24,70,35
1397/08/18,30,3,9
1397/08/18,30,10,31
1397/08/18,30,15,11
1397/08/18,30,24,1
1397/08/18,30,42,10
1397/08/18,30,49,25
1397/08/18,30,66,5
1397/08/18,30,67,3
1397/08/18,30,70,67
1397/08/18,32,70,24
1397/08/18,37,30,2
1397/08/18,37,49,11
1397/08/18,37,66,2
1397/08/18,37,67,1
1397/08/18,37,70,31
1397/08/18,39,70,2
1397/08/18,42,10,3
1397/08/18,42,15,6
1397/08/18,42,30,6
1397/08/18,42,37,2
1397/08/18,42,45,1
1397/08/18,42,49,6
1397/08/18,42,63,1
1397/08/18,42,66,6
1397/08/18,42,67,1
1397/08/18,42,70,47
1397/08/18,45,42,3
1397/08/18,45,49,5
1397/08/18,45,70,69
1397/08/18,47,70,3
1397/08/18,49,3,2
1397/08/18,49,10,12
1397/08/18,49,11,14
1397/08/18,49,15,4
1397/08/18,49,16,5
1397/08/18,49,22,3
1397/08/18,49,24,2
1397/08/18,49,30,12
1397/08/18,49,37,15
1397/08/18,49,42,5
1397/08/18,49,45,6
1397/08/18,49,58,6
1397/08/18,49,63,7
1397/08/18,49,66,23
1397/08/18,49,67,21
1397/08/18,49,70,238
1397/08/18,49,75,27
1397/08/18,51,70,1
1397/08/18,53,70,58
1397/08/18,56,30,1
1397/08/18,56,49,1
1397/08/18,56,58,2
1397/08/18,56,66,1
1397/08/18,56,70,32
1397/08/18,58,15,6
1397/08/18,58,49,6
1397/08/18,58,56,0
1397/08/18,58,66,2
1397/08/18,58,70,18
1397/08/18,61,70,14
1397/08/18,62,70,14
1397/08/18,63,42,2
1397/08/18,63,49,10
1397/08/18,63,66,5
1397/08/18,65,70,3
1397/08/18,66,3,6
1397/08/18,66,10,22
1397/08/18,66,15,22
1397/08/18,66,24,1
1397/08/18,66,42,6
1397/08/18,66,49,16
1397/08/18,66,56,2
1397/08/18,66,58,3
1397/08/18,66,67,9
1397/08/18,66,70,242
1397/08/18,67,10,4
1397/08/18,67,15,4
1397/08/18,67,30,2
1397/08/18,67,49,18
1397/08/18,67,66,7
1397/08/18,67,70,193
1397/08/18,70,3,38
1397/08/18,70,5,5
1397/08/18,70,6,23
1397/08/18,70,8,5
1397/08/18,70,10,248
1397/08/18,70,11,75
1397/08/18,70,13,3
1397/08/18,70,15,125
1397/08/18,70,16,52
1397/08/18,70,19,4
1397/08/18,70,20,22
1397/08/18,70,22,46
1397/08/18,70,23,3
1397/08/18,70,24,29
1397/08/18,70,30,80
1397/08/18,70,32,16
1397/08/18,70,37,34
1397/08/18,70,39,1
1397/08/18,70,42,58
1397/08/18,70,45,65
1397/08/18,70,49,258
1397/08/18,70,51,3
1397/08/18,70,53,73
1397/08/18,70,56,22
1397/08/18,70,58,24
1397/08/18,70,59,2
1397/08/18,70,61,10
1397/08/18,70,62,14
1397/08/18,70,63,4
1397/08/18,70,65,7
1397/08/18,70,66,204
1397/08/18,70,67,190
1397/08/18,70,72,14
1397/08/18,70,75,65
1397/08/18,70,76,18
1397/08/18,72,49,2
1397/08/18,72,70,9
1397/08/18,75,22,1
1397/08/18,75,49,19
1397/08/18,75,70,69
1397/08/18,76,70,22
1397/08/18,76,75,6
1397/08/19,3,15,4
1397/08/19,3,30,7
1397/08/19,3,49,6
1397/08/19,3,66,4
1397/08/19,3,70,38
1397/08/19,6,49,6
1397/08/19,6,70,20
1397/08/19,8,70,3
1397/08/19,10,11,4
1397/08/19,10,15,10
1397/08/19,10,30,26
1397/08/19,10,37,1
1397/08/19,10,42,6
1397/08/19,10,49,27
1397/08/19,10,58,3
1397/08/19,10,66,15
1397/08/19,10,70,268
1397/08/19,11,15,2
1397/08/19,11,49,11
1397/08/19,11,70,87
1397/08/19,15,3,2
1397/08/19,15,10,7
1397/08/19,15,11,5
1397/08/19,15,22,0
1397/08/19,15,30,3
1397/08/19,15,42,6
1397/08/19,15,45,3
1397/08/19,15,49,5
1397/08/19,15,58,3
1397/08/19,15,66,37
1397/08/19,15,70,115
1397/08/19,16,49,2
1397/08/19,16,70,44
1397/08/19,17,70,1
1397/08/19,20,70,22
1397/08/19,22,15,0
1397/08/19,22,70,27
1397/08/19,22,75,7
1397/08/19,23,70,6
1397/08/19,24,30,3
1397/08/19,24,45,3
1397/08/19,24,70,32
1397/08/19,30,3,10
1397/08/19,30,10,34
1397/08/19,30,15,11
1397/08/19,30,16,1
1397/08/19,30,24,2
1397/08/19,30,42,5
1397/08/19,30,49,14
1397/08/19,30,66,2
1397/08/19,30,67,3
1397/08/19,30,70,71
1397/08/19,30,75,2
1397/08/19,31,70,0
1397/08/19,32,70,13
1397/08/19,36,70,3
1397/08/19,37,66,3
1397/08/19,37,70,52
1397/08/19,39,70,3
1397/08/19,41,70,2
1397/08/19,42,10,4
1397/08/19,42,15,5
1397/08/19,42,30,6
1397/08/19,42,49,7
1397/08/19,42,66,3
1397/08/19,42,67,1
1397/08/19,42,70,44
1397/08/19,45,24,4
1397/08/19,45,49,9
1397/08/19,45,70,60
1397/08/19,49,3,9
1397/08/19,49,10,29
1397/08/19,49,11,12
1397/08/19,49,15,5
1397/08/19,49,16,7
1397/08/19,49,22,4
1397/08/19,49,30,11
1397/08/19,49,37,8
1397/08/19,49,42,8
1397/08/19,49,45,10
1397/08/19,49,53,2
1397/08/19,49,56,0
1397/08/19,49,58,3
1397/08/19,49,63,10
1397/08/19,49,66,19
1397/08/19,49,67,17
1397/08/19,49,70,235
1397/08/19,49,72,2
1397/08/19,49,75,33
1397/08/19,49,76,4
1397/08/19,50,70,1
1397/08/19,51,70,4
1397/08/19,53,70,70
1397/08/19,55,70,0
1397/08/19,56,10,1
1397/08/19,56,30,2
1397/08/19,56,49,1
1397/08/19,56,58,2
1397/08/19,56,66,1
1397/08/19,56,70,34
1397/08/19,58,15,8
1397/08/19,58,49,4
1397/08/19,58,70,6
1397/08/19,61,70,9
1397/08/19,62,70,10
1397/08/19,63,10,2
1397/08/19,63,15,2
1397/08/19,63,49,9
1397/08/19,63,66,5
1397/08/19,63,70,1
1397/08/19,65,70,3
1397/08/19,66,3,2
1397/08/19,66,10,30
1397/08/19,66,15,33
1397/08/19,66,24,2
1397/08/19,66,30,6
1397/08/19,66,37,4
1397/08/19,66,42,5
1397/08/19,66,49,17
1397/08/19,66,56,1
1397/08/19,66,58,4
1397/08/19,66,63,5
1397/08/19,66,67,5
1397/08/19,66,70,208
1397/08/19,66,75,5
1397/08/19,67,10,2
1397/08/19,67,15,2
1397/08/19,67,30,1
1397/08/19,67,37,1
1397/08/19,67,42,1
1397/08/19,67,49,15
1397/08/19,67,56,2
1397/08/19,67,66,3
1397/08/19,67,70,131
1397/08/19,68,70,1
1397/08/19,70,3,38
1397/08/19,70,5,4
1397/08/19,70,6,29
1397/08/19,70,8,4
1397/08/19,70,10,261
1397/08/19,70,11,82
1397/08/19,70,13,2
1397/08/19,70,14,6
1397/08/19,70,15,114
1397/08/19,70,16,43
1397/08/19,70,19,3
1397/08/19,70,20,31
1397/08/19,70,22,24
1397/08/19,70,23,2
1397/08/19,70,24,30
1397/08/19,70,26,0
1397/08/19,70,30,65
1397/08/19,70,31,0
1397/08/19,70,32,19
1397/08/19,70,36,1
1397/08/19,70,37,46
1397/08/19,70,39,2
1397/08/19,70,42,36
1397/08/19,70,45,67
1397/08/19,70,49,238
1397/08/19,70,51,1
1397/08/19,70,53,69
1397/08/19,70,55,0
1397/08/19,70,56,36
1397/08/19,70,58,19
1397/08/19,70,59,4
1397/08/19,70,61,10
1397/08/19,70,62,15
1397/08/19,70,63,4
1397/08/19,70,65,4
1397/08/19,70,66,213
1397/08/19,70,67,153
1397/08/19,70,72,7
1397/08/19,70,75,56
1397/08/19,70,76,23
1397/08/19,72,70,9
1397/08/19,75,15,0
1397/08/19,75,49,35
1397/08/19,75,66,3
1397/08/19,75,70,54
1397/08/19,76,49,4
1397/08/19,76,70,16
1397/08/19,76,75,5
1397/08/20,1,56,2
1397/08/20,3,15,1
1397/08/20,3,30,3
1397/08/20,3,49,11
1397/08/20,3,66,10
1397/08/20,3,70,63
1397/08/20,5,49,1
1397/08/20,5,70,3
1397/08/20,6,49,4
1397/08/20,6,70,45
1397/08/20,8,70,3
1397/08/20,10,15,18
1397/08/20,10,30,35
1397/08/20,10,42,19
1397/08/20,10,49,30
1397/08/20,10,63,7
1397/08/20,10,66,24
1397/08/20,10,67,4
1397/08/20,10,70,393
1397/08/20,11,15,8
1397/08/20,11,42,1
1397/08/20,11,49,26
1397/08/20,11,70,93
1397/08/20,15,3,2
1397/08/20,15,11,11
1397/08/20,15,22,0
1397/08/20,15,42,11
1397/08/20,15,45,3
1397/08/20,15,49,6
1397/08/20,15,58,3
1397/08/20,15,66,31
1397/08/20,15,70,181
1397/08/20,15,75,0
1397/08/20,16,49,3
1397/08/20,16,70,62
1397/08/20,17,70,1
1397/08/20,20,70,51
1397/08/20,22,15,0
1397/08/20,22,49,2
1397/08/20,22,70,42
1397/08/20,23,70,3
1397/08/20,24,30,2
1397/08/20,24,49,11
1397/08/20,24,66,8
1397/08/20,24,70,43
1397/08/20,26,49,1
1397/08/20,30,3,7
1397/08/20,30,10,35
1397/08/20,30,16,2
1397/08/20,30,24,2
1397/08/20,30,42,9
1397/08/20,30,49,23
1397/08/20,30,56,1
1397/08/20,30,66,4
1397/08/20,30,67,2
1397/08/20,30,70,121
1397/08/20,32,70,19
1397/08/20,36,70,1
1397/08/20,37,10,1
1397/08/20,37,30,1
1397/08/20,37,66,2
1397/08/20,37,70,55
1397/08/20,39,70,5
1397/08/20,41,70,1
1397/08/20,42,10,9
1397/08/20,42,11,0
1397/08/20,42,15,7
1397/08/20,42,30,5
1397/08/20,42,45,1
1397/08/20,42,49,4
1397/08/20,42,58,1
1397/08/20,42,63,1
1397/08/20,42,66,11
1397/08/20,42,67,3
1397/08/20,42,70,70
1397/08/20,45,42,1
1397/08/20,45,49,11
1397/08/20,45,70,110
1397/08/20,47,70,4
1397/08/20,49,3,5
1397/08/20,49,6,2
1397/08/20,49,10,19
1397/08/20,49,11,35
1397/08/20,49,16,5
1397/08/20,49,24,7
1397/08/20,49,26,2
1397/08/20,49,30,15
1397/08/20,49,32,1
1397/08/20,49,37,7
1397/08/20,49,42,8
1397/08/20,49,45,7
1397/08/20,49,51,2
1397/08/20,49,53,3
1397/08/20,49,58,11
1397/08/20,49,63,13
1397/08/20,49,66,24
1397/08/20,49,67,25
1397/08/20,49,70,366
1397/08/20,49,72,4
1397/08/20,49,75,32
1397/08/20,49,76,2
1397/08/20,50,70,2
1397/08/20,51,70,3
1397/08/20,53,49,2
1397/08/20,53,70,91
1397/08/20,55,70,0
1397/08/20,56,1,2
1397/08/20,56,30,2
1397/08/20,56,49,1
1397/08/20,56,66,1
1397/08/20,56,70,48
1397/08/20,58,10,2
1397/08/20,58,15,8
1397/08/20,58,42,1
1397/08/20,58,49,8
1397/08/20,58,56,0
1397/08/20,58,66,4
1397/08/20,58,70,25
1397/08/20,61,70,22
1397/08/20,62,70,14
1397/08/20,63,10,11
1397/08/20,63,15,3
1397/08/20,63,42,3
1397/08/20,63,49,17
1397/08/20,63,66,4
1397/08/20,63,70,5
1397/08/20,65,70,7
1397/08/20,66,3,9
1397/08/20,66,10,28
1397/08/20,66,13,2
1397/08/20,66,15,23
1397/08/20,66,24,3
1397/08/20,66,30,4
1397/08/20,66,37,2
1397/08/20,66,42,17
1397/08/20,66,49,27
1397/08/20,66,56,1
1397/08/20,66,58,6
1397/08/20,66,67,4
1397/08/20,66,70,307
1397/08/20,66,75,7
1397/08/20,67,10,7
1397/08/20,67,15,2
1397/08/20,67,30,3
1397/08/20,67,42,2
1397/08/20,67,49,26
1397/08/20,67,58,2
1397/08/20,67,66,5
1397/08/20,67,70,265
1397/08/20,70,3,86
1397/08/20,70,5,9
1397/08/20,70,6,48
1397/08/20,70,8,3
1397/08/20,70,10,331
1397/08/20,70,11,105
1397/08/20,70,13,3
1397/08/20,70,14,9
1397/08/20,70,15,149
1397/08/20,70,16,68
1397/08/20,70,20,56
1397/08/20,70,22,40
1397/08/20,70,23,2
1397/08/20,70,24,44
1397/08/20,70,30,119
1397/08/20,70,32,30
1397/08/20,70,36,2
1397/08/20,70,37,45
1397/08/20,70,39,6
1397/08/20,70,41,5
1397/08/20,70,42,70
1397/08/20,70,45,97
1397/08/20,70,47,2
1397/08/20,70,49,409
1397/08/20,70,50,2
1397/08/20,70,51,2
1397/08/20,70,53,81
1397/08/20,70,56,40
1397/08/20,70,58,29
1397/08/20,70,61,18
1397/08/20,70,62,23
1397/08/20,70,63,7
1397/08/20,70,65,6
1397/08/20,70,66,290
1397/08/20,70,67,262
1397/08/20,70,72,24
1397/08/20,70,75,102
1397/08/20,70,76,24
1397/08/20,72,70,29
1397/08/20,75,22,2
1397/08/20,75,49,37
1397/08/20,75,66,4
1397/08/20,75,70,71
1397/08/20,75,76,4
1397/08/20,76,70,35
1397/08/20,76,75,6
1397/08/21,3,15,1
1397/08/21,3,30,13
1397/08/21,3,49,12
1397/08/21,3,66,9
1397/08/21,3,70,35
1397/08/21,6,70,29
1397/08/21,8,70,3
1397/08/21,10,30,36
1397/08/21,10,42,12
1397/08/21,10,45,0
1397/08/21,10,49,32
1397/08/21,10,56,1
1397/08/21,10,58,1
1397/08/21,10,63,2
1397/08/21,10,66,21
1397/08/21,10,70,312
1397/08/21,11,15,4
1397/08/21,11,42,1
1397/08/21,11,49,15
1397/08/21,11,70,102
1397/08/21,14,70,2
1397/08/21,15,3,1
1397/08/21,15,11,3
1397/08/21,15,42,6
1397/08/21,15,49,5
1397/08/21,15,58,7
1397/08/21,15,63,8
1397/08/21,15,66,44
1397/08/21,15,67,2
1397/08/21,15,70,158
1397/08/21,16,49,6
1397/08/21,16,70,60
1397/08/21,19,70,3
1397/08/21,20,70,18
1397/08/21,22,15,0
1397/08/21,22,49,5
1397/08/21,22,70,57
1397/08/21,22,75,3
1397/08/21,24,30,2
1397/08/21,24,45,4
1397/08/21,24,49,9
1397/08/21,24,70,36
1397/08/21,30,3,11
1397/08/21,30,10,39
1397/08/21,30,24,2
1397/08/21,30,42,14
1397/08/21,30,49,15
1397/08/21,30,58,0
1397/08/21,30,66,5
1397/08/21,30,67,9
1397/08/21,30,70,121
1397/08/21,32,70,21
1397/08/21,37,42,1
1397/08/21,37,49,5
1397/08/21,37,70,62
1397/08/21,39,70,4
1397/08/21,41,70,1
1397/08/21,42,10,18
1397/08/21,42,11,0
1397/08/21,42,15,9
1397/08/21,42,30,6
1397/08/21,42,37,2
1397/08/21,42,49,11
1397/08/21,42,58,1
1397/08/21,42,63,1
1397/08/21,42,66,17
1397/08/21,42,67,4
1397/08/21,42,70,69
1397/08/21,45,15,2
1397/08/21,45,24,4
1397/08/21,45,42,1
1397/08/21,45,49,14
1397/08/21,45,70,77
1397/08/21,47,70,3
1397/08/21,49,3,2
1397/08/21,49,5,1
1397/08/21,49,6,1
1397/08/21,49,10,15
1397/08/21,49,11,25
1397/08/21,49,15,2
1397/08/21,49,16,6
1397/08/21,49,22,6
1397/08/21,49,24,9
1397/08/21,49,26,3
1397/08/21,49,30,26
1397/08/21,49,37,7
1397/08/21,49,42,8
1397/08/21,49,45,6
1397/08/21,49,53,3
1397/08/21,49,58,4
1397/08/21,49,63,18
1397/08/21,49,66,46
1397/08/21,49,67,14
1397/08/21,49,70,329
1397/08/21,49,72,3
1397/08/21,49,75,34
1397/08/21,49,76,2
1397/08/21,50,70,1
1397/08/21,51,70,3
1397/08/21,53,70,88
1397/08/21,55,70,0
1397/08/21,56,10,2
1397/08/21,56,30,4
1397/08/21,56,58,2
1397/08/21,56,66,1
1397/08/21,56,70,41
1397/08/21,58,10,2
1397/08/21,58,15,5
1397/08/21,58,42,5
1397/08/21,58,49,9
1397/08/21,58,66,5
1397/08/21,58,67,2
1397/08/21,58,70,22
1397/08/21,60,49,0
1397/08/21,61,70,21
1397/08/21,62,70,20
1397/08/21,63,10,4
1397/08/21,63,15,6
1397/08/21,63,42,3
1397/08/21,63,49,18
1397/08/21,63,66,5
1397/08/21,63,70,4
1397/08/21,65,70,4
1397/08/21,66,3,2
1397/08/21,66,10,20
1397/08/21,66,15,48
1397/08/21,66,24,4
1397/08/21,66,37,5
1397/08/21,66,42,20
1397/08/21,66,49,35
1397/08/21,66,58,4
1397/08/21,66,63,2
1397/08/21,66,67,3
1397/08/21,66,70,306
1397/08/21,66,75,4
1397/08/21,67,10,3
1397/08/21,67,15,4
1397/08/21,67,30,2
1397/08/21,67,49,20
1397/08/21,67,56,2
1397/08/21,67,66,6
1397/08/21,67,70,226
1397/08/21,70,3,53
1397/08/21,70,5,3
1397/08/21,70,6,40
1397/08/21,70,8,2
1397/08/21,70,10,330
1397/08/21,70,11,113
1397/08/21,70,13,3
1397/08/21,70,14,3
1397/08/21,70,15,142
1397/08/21,70,16,67
1397/08/21,70,19,10
1397/08/21,70,20,25
1397/08/21,70,22,51
1397/08/21,70,24,50
1397/08/21,70,30,131
1397/08/21,70,32,28
1397/08/21,70,37,56
1397/08/21,70,39,4
1397/08/21,70,42,89
1397/08/21,70,45,81
1397/08/21,70,47,8
1397/08/21,70,49,361
1397/08/21,70,50,1
1397/08/21,70,51,2
1397/08/21,70,53,86
1397/08/21,70,55,0
1397/08/21,70,56,40
1397/08/21,70,58,21
1397/08/21,70,59,5
1397/08/21,70,61,17
1397/08/21,70,62,18
1397/08/21,70,63,7
1397/08/21,70,65,4
1397/08/21,70,66,279
1397/08/21,70,67,219
1397/08/21,70,72,19
1397/08/21,70,75,77
1397/08/21,70,76,25
1397/08/21,72,49,3
1397/08/21,72,70,12
1397/08/21,75,22,5
1397/08/21,75,30,1
1397/08/21,75,49,23
1397/08/21,75,66,2
1397/08/21,75,70,57
1397/08/21,75,76,5
1397/08/21,76,49,2
1397/08/21,76,70,25
1397/08/21,76,75,6
1397/08/22,3,30,19
1397/08/22,3,49,8
1397/08/22,3,66,8
1397/08/22,3,70,56
1397/08/22,6,70,32
1397/08/22,8,70,5
1397/08/22,10,11,4
1397/08/22,10,30,33
1397/08/22,10,42,7
1397/08/22,10,49,21
1397/08/22,10,56,2
1397/08/22,10,58,4
1397/08/22,10,63,6
1397/08/22,10,66,22
1397/08/22,10,67,4
1397/08/22,10,70,394
1397/08/22,11,15,2
1397/08/22,11,42,1
1397/08/22,11,49,15
1397/08/22,11,70,107
1397/08/22,13,70,3
1397/08/22,14,70,6
1397/08/22,15,3,1
1397/08/22,15,10,12
1397/08/22,15,11,4
1397/08/22,15,42,8
1397/08/22,15,45,3
1397/08/22,15,49,6
1397/08/22,15,58,3
1397/08/22,15,66,28
1397/08/22,15,67,3
1397/08/22,15,70,152
1397/08/22,15,75,0
1397/08/22,16,30,3
1397/08/22,16,49,4
1397/08/22,16,70,67
1397/08/22,19,70,4
1397/08/22,20,70,47
1397/08/22,22,15,0
1397/08/22,22,49,5
1397/08/22,22,70,44
1397/08/22,22,75,10
1397/08/22,23,70,2
1397/08/22,24,30,4
1397/08/22,24,45,1
1397/08/22,24,49,2
1397/08/22,24,66,3
1397/08/22,24,70,47
1397/08/22,30,3,7
1397/08/22,30,10,31
1397/08/22,30,24,1
1397/08/22,30,37,3
1397/08/22,30,42,7
1397/08/22,30,49,37
1397/08/22,30,58,0
1397/08/22,30,66,3
1397/08/22,30,67,4
1397/08/22,30,70,135
1397/08/22,30,75,1
1397/08/22,31,70,0
1397/08/22,32,30,0
1397/08/22,32,49,3
1397/08/22,32,70,18
1397/08/22,37,30,2
1397/08/22,37,42,2
1397/08/22,37,49,7
1397/08/22,37,70,41
1397/08/22,39,70,3
1397/08/22,42,10,8
1397/08/22,42,11,0
1397/08/22,42,15,7
1397/08/22,42,30,5
1397/08/22,42,37,2
1397/08/22,42,45,3
1397/08/22,42,49,12
1397/08/22,42,63,1
1397/08/22,42,66,10
1397/08/22,42,67,4
1397/08/22,42,70,100
1397/08/22,45,24,1
1397/08/22,45,42,4
1397/08/22,45,49,8
1397/08/22,45,70,107
1397/08/22,46,70,0
1397/08/22,47,70,3
1397/08/22,49,3,2
1397/08/22,49,10,12
1397/08/22,49,11,18
1397/08/22,49,15,5
1397/08/22,49,16,4
1397/08/22,49,22,4
1397/08/22,49,24,7
1397/08/22,49,26,2
1397/08/22,49,30,23
1397/08/22,49,37,10
1397/08/22,49,42,11
1397/08/22,49,45,18
1397/08/22,49,51,3
1397/08/22,49,56,0
1397/08/22,49,58,14
1397/08/22,49,63,14
1397/08/22,49,66,26
1397/08/22,49,67,31
1397/08/22,49,70,433
1397/08/22,49,72,3
1397/08/22,49,75,26
1397/08/22,51,70,3
1397/08/22,53,70,99
1397/08/22,56,1,2
1397/08/22,56,30,2
1397/08/22,56,70,58
1397/08/22,58,10,2
1397/08/22,58,15,5
1397/08/22,58,30,0
1397/08/22,58,42,1
1397/08/22,58,49,9
1397/08/22,58,56,0
1397/08/22,58,66,9
1397/08/22,58,70,18
1397/08/22,59,70,2
1397/08/22,60,70,3
1397/08/22,61,70,18
1397/08/22,62,70,12
1397/08/22,63,10,3
1397/08/22,63,15,4
1397/08/22,63,42,1
1397/08/22,63,49,13
1397/08/22,63,66,7
1397/08/22,63,70,3
1397/08/22,65,70,6
1397/08/22,66,3,8
1397/08/22,66,10,21
1397/08/22,66,15,33
1397/08/22,66,24,3
1397/08/22,66,30,5
1397/08/22,66,37,2
1397/08/22,66,42,16
1397/08/22,66,49,42
1397/08/22,66,56,1
1397/08/22,66,58,6
1397/08/22,66,63,7
1397/08/22,66,67,7
1397/08/22,66,70,334
1397/08/22,66,75,3
1397/08/22,67,15,3
1397/08/22,67,37,1
1397/08/22,67,42,2
1397/08/22,67,49,24
1397/08/22,67,56,2
1397/08/22,67,66,3
1397/08/22,67,70,220
1397/08/22,70,3,41
1397/08/22,70,5,7
1397/08/22,70,6,29
1397/08/22,70,8,9
1397/08/22,70,10,393
1397/08/22,70,11,135
1397/08/22,70,13,2
1397/08/22,70,14,4
1397/08/22,70,15,160
1397/08/22,70,16,83
1397/08/22,70,19,2
1397/08/22,70,20,52
1397/08/22,70,22,45
1397/08/22,70,23,2
1397/08/22,70,24,47
1397/08/22,70,30,103
1397/08/22,70,31,0
1397/08/22,70,32,23
1397/08/22,70,37,52
1397/08/22,70,39,6
1397/08/22,70,42,112
1397/08/22,70,45,106
1397/08/22,70,46,0
1397/08/22,70,49,374
1397/08/22,70,51,2
1397/08/22,70,53,106
1397/08/22,70,55,0
1397/08/22,70,56,42
1397/08/22,70,58,21
1397/08/22,70,59,2
1397/08/22,70,61,25
1397/08/22,70,62,15
1397/08/22,70,63,4
1397/08/22,70,65,10
1397/08/22,70,66,314
1397/08/22,70,67,234
1397/08/22,70,68,1
1397/08/22,70,72,16
1397/08/22,70,75,81
1397/08/22,70,76,38
1397/08/22,72,49,2
1397/08/22,72,70,14
1397/08/22,75,30,1
1397/08/22,75,37,3
1397/08/22,75,49,33
1397/08/22,75,66,2
1397/08/22,75,70,57
1397/08/22,75,76,7
1397/08/22,76,70,40
1397/08/23,1,56,1
1397/08/23,3,15,3
1397/08/23,3,30,8
1397/08/23,3,49,7
1397/08/23,3,66,14
1397/08/23,3,70,62
1397/08/23,5,70,2
1397/08/23,6,70,35
1397/08/23,8,70,6
1397/08/23,10,15,14
1397/08/23,10,30,38
1397/08/23,10,37,1
1397/08/23,10,42,12
1397/08/23,10,45,0
1397/08/23,10,49,33
1397/08/23,10,58,2
1397/08/23,10,63,3
1397/08/23,10,66,25
1397/08/23,10,67,2
1397/08/23,10,70,384
1397/08/23,11,10,4
1397/08/23,11,15,3
1397/08/23,11,42,1
1397/08/23,11,49,17
1397/08/23,11,70,126
1397/08/23,13,66,5
1397/08/23,14,70,2
1397/08/23,15,3,1
1397/08/23,15,10,14
1397/08/23,15,11,4
1397/08/23,15,30,15
1397/08/23,15,42,11
1397/08/23,15,45,2
1397/08/23,15,49,5
1397/08/23,15,58,7
1397/08/23,15,66,22
1397/08/23,15,67,2
1397/08/23,15,70,174
1397/08/23,15,75,1
1397/08/23,16,49,5
1397/08/23,16,70,52
1397/08/23,20,70,50
1397/08/23,22,15,0
1397/08/23,22,49,10
1397/08/23,22,70,43
1397/08/23,22,75,3
1397/08/23,24,30,4
1397/08/23,24,45,2
